"渠道","概率"
"白鸟流动售卖车","0.00001525902189669642175936522468909742885481"
"楚天混凝土搅拌车","0.00001525902189669642175936522468909742885481"
"中通8米公路客车","0.00001525902189669642175936522468909742885481"
"汉腾X5","0.00003051804379339284351873044937819485770962"
"瑞风","0.005340657663843747615777828641184100099184"
"明锐","0.0175783932249942778667887388418402380407"
"途胜","0.005676356145571068894483863584344243533989"
"花冠/卡罗拉","0.0107728694590676737621118486305027847715"
"北京现代ix25","0.00120546272983901731898985275043869687953"
"英朗","0.009704737926298924238956282902265964751659"
"昂科雷ENCLAVE","0.00041199359121080338750286106660563057908"
"捷达","0.024597543297474631876096742198825055314"
"金王子","0.000778210116731517509727626459143968871595"
"钻卡","0.000244144350347142748149843595025558861677"
"途观","0.007858396276798657206073090714885175860227"
"高尔夫","0.0108491645685511558709086747539482719158"
"雷凌","0.001388570992599374380102235446707866025788"
"旗铃","0.001129167620355535210193026626993209735256"
"骏捷","0.002258335240711070420386053253986419470512"
"别克GL8","0.004943923094529640650034332799267566948959"
"翼虎","0.001449607080186160067139696345464255741207"
"北京黑豹载货汽车","0.00001525902189669642175936522468909742885481"
"一汽哈轻轻卡","0.000335698481727321278706034943160143434806"
"比亚迪G3","0.000427252613107499809262226291294728007935"
"科帕奇","0.000930800335698481727321278706034943160143"
"解放J5M(P7)悍威","0.001007095445181963836118104829480430304417"
"思域","0.002838178072785534447241931792172121766995"
"奇瑞QQ/QQ3","0.004272526131074998092622262912947280079347"
"秀尔","0.000640878919661249713893339436942092011902"
"羚羊","0.001037613488975356679636835278858625162127"
"野马F99","0.000198367284657053482871747920958266575113"
"多利卡","0.000289921416037232013427939269092851148241"
"远舰/K5","0.002883955138475623712520027466239414053559"
"菱致","0.000350957503624017700465400167849240863661"
"名爵MG 6","0.000457770656900892652780956740672922865644"
"途安","0.000747692072938124666208896009765774013886"
"东风悦达起亚KX5","0.00123598077363241016250858319981689173724"
"众泰SR7","0.000213626306553749904631113145647364003967"
"一汽马自达6","0.002777141985198748760204470893415732051575"
"长安CS95","0.000198367284657053482871747920958266575113"
"红岩自卸车","0.000915541313801785305561913481345845731289"
"昂科拉","0.002227817196917677576867322804608224612802"
"宝迪","0.000762951094834821087968261234454871442741"
"TRAX创酷","0.000686655985351338979171435111009384298466"
"宝马7系","0.001037613488975356679636835278858625162127"
"皇冠","0.000946059357595178149080643930724040588998"
"猎豹CS7","0.00007629510948348210879682612344548714427405"
"蒙迪欧","0.002532997634851606012054627298390173189899"
"昊锐","0.002212558175020981155107957579919127183948"
"中意","0.000366216525520714122224765392538338292515"
"绿叶洒水车","0.00004577706569008926527809567406729228656443"
"陆风X7","0.000167849240863660639353017471580071717403"
"KX CROSS","0.00006103608758678568703746089875638971541924"
"瑞风S5","0.00038147554741741054398413061722743572137"
"南骏货车","0.000106813153276874952315556572823682001984"
"英菲尼迪JX系列(QX60)","0.000289921416037232013427939269092851148241"
"阳光","0.004104676890211337453269245441367208361944"
"英菲尼迪QX系列(QX80)","0.00009155413138017853055619134813458457312886"
"飞度","0.003677424277103837644007019150072480354009"
"锐界EDGE","0.000289921416037232013427939269092851148241"
"英伦SC6","0.000274662394140535591668574044403753719387"
"奇瑞E3","0.000778210116731517509727626459143968871595"
"酷威JCUV","0.000885023270008392462043183031967650873579"
"欧尚","0.000335698481727321278706034943160143434806"
"北方奔驰载货车","0.000778210116731517509727626459143968871595"
"优劲","0.000167849240863660639353017471580071717403"
"北汽绅宝D50","0.002868696116578927290760662241550316624704"
"英伦SC7(海景)","0.001495384145876249332417792019531548027771"
"斯达-斯太尔自卸车","0.00009155413138017853055619134813458457312886"
"捷豹XJ级","0.000213626306553749904631113145647364003967"
"金龙8米城市客车","0.00004577706569008926527809567406729228656443"
"锐骐","0.000564583810177767605096513313496604867628"
"菱帅","0.000259403372243839169909208819714656290532"
"北方奔驰牵引车","0.000366216525520714122224765392538338292515"
"科雷傲KOLEOS","0.000778210116731517509727626459143968871595"
"捷豹XF级","0.000335698481727321278706034943160143434806"
"启辰D50","0.000534065766384374761577782864118410009918"
"三一混凝土泵车","0.000106813153276874952315556572823682001984"
"启悦","0.000167849240863660639353017471580071717403"
"智尚S30","0.00006103608758678568703746089875638971541924"
"东风标致206","0.000320439459830624856946669718471046005951"
"大力士半挂车","0.000198367284657053482871747920958266575113"
"解放J4(P4)","0.000213626306553749904631113145647364003967"
"北京20","0.000396734569314106965743495841916533150225"
"传祺GA3S视界","0.000564583810177767605096513313496604867628"
"瑞风S2 mini","0.00001525902189669642175936522468909742885481"
"格尔发L系列","0.00003051804379339284351873044937819485770962"
"华骏半挂车","0.000305180437933928435187304493781948577096"
"宝马1系","0.001022354467078660257877470054169527733272"
"力帆520","0.000244144350347142748149843595025558861677"
"沃尔沃S60","0.000183108262760357061112382696269169146258"
"东风6米客车","0.00003051804379339284351873044937819485770962"
"优胜","0.000122072175173571374074921797512779430838"
"元","0.000335698481727321278706034943160143434806"
"北京现代i30","0.000198367284657053482871747920958266575113"
"江淮微卡","0.00003051804379339284351873044937819485770962"
"蓝鸟BLUEBIRD","0.00001525902189669642175936522468909742885481"
"路飞全挂车","0.00001525902189669642175936522468909742885481"
"小霸王","0.00044251163500419623102159151598382543679"
"福瑞达M50","0.000183108262760357061112382696269169146258"
"艾瑞泽M7","0.00007629510948348210879682612344548714427405"
"特顺","0.000106813153276874952315556572823682001984"
"理念S1","0.000335698481727321278706034943160143434806"
"长安微卡","0.000320439459830624856946669718471046005951"
"凯马厢式运输车","0.000122072175173571374074921797512779430838"
"江淮10米城市客车","0.00004577706569008926527809567406729228656443"
"雷斯特REXTON","0.00009155413138017853055619134813458457312886"
"瑞鹰","0.000350957503624017700465400167849240863661"
"凌轩","0.000213626306553749904631113145647364003967"
"长安马自达CX-5","0.000289921416037232013427939269092851148241"
"长安轻卡","0.00006103608758678568703746089875638971541924"
"风度CEFIRO","0.000198367284657053482871747920958266575113"
"赛豹","0.000137331197070267795834287022201876859693"
"奥迪A5","0.000259403372243839169909208819714656290532"
"悦悦","0.00009155413138017853055619134813458457312886"
"中华","0.00009155413138017853055619134813458457312886"
"福瑞达","0.000396734569314106965743495841916533150225"
"解放J5K(P9)骏威","0.00001525902189669642175936522468909742885481"
"宝骏730","0.000671396963454642557412069886320286869612"
"优尼柯","0.00001525902189669642175936522468909742885481"
"海德垃圾车","0.00004577706569008926527809567406729228656443"
"一汽红塔自卸车","0.00006103608758678568703746089875638971541924"
"神狐真空吸污车","0.00003051804379339284351873044937819485770962"
"海格12米公路客车","0.000106813153276874952315556572823682001984"
"荣威RX3","0.00003051804379339284351873044937819485770962"
"宝骏310","0.000244144350347142748149843595025558861677"
"本田CR-Z","0.00001525902189669642175936522468909742885481"
"特商随车起重运输车","0.00001525902189669642175936522468909742885481"
"开瑞皮卡","0.00001525902189669642175936522468909742885481"
"奥迪Q3","0.00006103608758678568703746089875638971541924"
"众泰2008","0.000137331197070267795834287022201876859693"
"赛影","0.00006103608758678568703746089875638971541924"
"三力垃圾车","0.00007629510948348210879682612344548714427405"
"奔驰G级","0.000106813153276874952315556572823682001984"
"海虹汽车起重机","0.00006103608758678568703746089875638971541924"
"爱迪尔","0.00007629510948348210879682612344548714427405"
"陆风X6","0.00003051804379339284351873044937819485770962"
"西耶那","0.000167849240863660639353017471580071717403"
"艾瑞泽3","0.000106813153276874952315556572823682001984"
"希旺","0.00003051804379339284351873044937819485770962"
"大运混凝土搅拌运输车","0.00004577706569008926527809567406729228656443"
"春兰载货车","0.00001525902189669642175936522468909742885481"
"捷豹XEL","0.00001525902189669642175936522468909742885481"
"海格11米公路客车","0.00004577706569008926527809567406729228656443"
"君爵GRANDEUR","0.00004577706569008926527809567406729228656443"
"北方奔驰专用车","0.00003051804379339284351873044937819485770962"
"圣路救护车","0.00001525902189669642175936522468909742885481"
"长丰扬子皮卡","0.00006103608758678568703746089875638971541924"
"解放J4(P)","0.00007629510948348210879682612344548714427405"
"域虎","0.000106813153276874952315556572823682001984"
"东风杭州货车","0.00001525902189669642175936522468909742885481"
"海域","0.00006103608758678568703746089875638971541924"
"大7 MPV","0.00001525902189669642175936522468909742885481"
"中汽仓栅式运输车","0.00001525902189669642175936522468909742885481"
"北汽威旺205","0.00006103608758678568703746089875638971541924"
"大众up","0.00001525902189669642175936522468909742885481"
"江西五十铃D-MAX","0.00001525902189669642175936522468909742885481"
"江淮其他货车","0.00003051804379339284351873044937819485770962"
"海尚","0.00007629510948348210879682612344548714427405"
"标致4008","0.00001525902189669642175936522468909742885481"
"众泰T200","0.00001525902189669642175936522468909742885481"
"雷克萨斯LS系","0.00003051804379339284351873044937819485770962"
"志翔","0.00004577706569008926527809567406729228656443"
"海马M3","0.00004577706569008926527809567406729228656443"
"培新检测车","0.00001525902189669642175936522468909742885481"
"领航员NAVIGATOR","0.00001525902189669642175936522468909742885481"
"跃进自卸汽车","0.00004577706569008926527809567406729228656443"
"沃尔沃S40","0.00003051804379339284351873044937819485770962"
"奔驰SLK级","0.00001525902189669642175936522468909742885481"
"好微","0.00003051804379339284351873044937819485770962"
"驰乐自卸车","0.00001525902189669642175936522468909742885481"
"斯堪尼亚牵引车","0.00003051804379339284351873044937819485770962"
"雅特ASTRA","0.00001525902189669642175936522468909742885481"
"睿行S50","0.00001525902189669642175936522468909742885481"
"冰花厢式运输车","0.00001525902189669642175936522468909742885481"
"越铃","0.00001525902189669642175936522468909742885481"
"幻速H3","0.00001525902189669642175936522468909742885481"
"长安之星","0.006652933546959639887083237964446478980697"
"帕萨特","0.0191195544365606164644846265354390783551"
"传祺GS4","0.005966277561608300907911802853437094682231"
"沃尔沃V40","0.000335698481727321278706034943160143434806"
"长安CS55","0.000640878919661249713893339436942092011902"
"传祺GS5","0.00202944991226062409399557488364995803769"
"帝豪EC","0.002349889372091248950942244602121004043641"
"雅阁","0.009857328145265888456549935149156939040208"
"奔奔","0.001724269474326695658808270389868009460594"
"歌诗图","0.001022354467078660257877470054169527733272"
"宏光","0.005172808422980086976424811169604028381781"
"通用五菱微卡","0.000671396963454642557412069886320286869612"
"得意","0.000946059357595178149080643930724040588998"
"宋","0.000518806744487678339818417639429312581064"
"解放J6(P6)","0.008331425955596246280613412680247196154726"
"朗动","0.004776073853665980010681315327687495231556"
"瑞风S3","0.001388570992599374380102235446707866025788"
"瑞纳","0.00802624551766231784542610818646524757763"
"比速T5","0.00009155413138017853055619134813458457312886"
"济南鸿雁运钞车","0.00003051804379339284351873044937819485770962"
"豪泺(HOWO)-A7","0.000198367284657053482871747920958266575113"
"牧马人WRANGLER","0.000457770656900892652780956740672922865644"
"一汽奥迪A6","0.0144808117799649042496375982299534599832"
"博瑞GC9","0.000305180437933928435187304493781948577096"
"海格8米公路客车","0.00009155413138017853055619134813458457312886"
"长安沃尔沃S80","0.000549324788281071183337148088807507438773"
"秦","0.00009155413138017853055619134813458457312886"
"指南者COMPASS","0.001480125123979552910658426794842450598917"
"威乐","0.00007629510948348210879682612344548714427405"
"速派","0.001419089036392767223620965896086060883497"
"荣威RX5","0.002182040131227588311589227130540932326238"
"骊威","0.002548256656748302433813992523079270618753"
"东风悦达起亚KX3","0.001022354467078660257877470054169527733272"
"哥瑞","0.00044251163500419623102159151598382543679"
"辉腾PHAETON","0.000213626306553749904631113145647364003967"
"锐界","0.00123598077363241016250858319981689173724"
"猎豹CS6","0.000289921416037232013427939269092851148241"
"雨燕","0.003341725795376516365300984206912336919203"
"炫威XR-V","0.001724269474326695658808270389868009460594"
"上海通用凯迪拉克XT5","0.000335698481727321278706034943160143434806"
"东风标致207","0.002502479591058213168535896849011978332189"
"佳宝","0.00038147554741741054398413061722743572137"
"宝骏630","0.000762951094834821087968261234454871442741"
"富利卡","0.00006103608758678568703746089875638971541924"
"哈弗H2","0.001419089036392767223620965896086060883497"
"名爵ZS","0.000396734569314106965743495841916533150225"
"夏朗SHARAN","0.000335698481727321278706034943160143434806"
"赛酷","0.000106813153276874952315556572823682001984"
"中燕厢式运输车","0.000122072175173571374074921797512779430838"
"甲壳虫BEETLE","0.000671396963454642557412069886320286869612"
"途昂","0.000564583810177767605096513313496604867628"
"楼兰","0.000198367284657053482871747920958266575113"
"北汽绅宝X55","0.00041199359121080338750286106660563057908"
"德龙","0.000366216525520714122224765392538338292515"
"拓陆者","0.00004577706569008926527809567406729228656443"
"思铭","0.000259403372243839169909208819714656290532"
"柯斯达","0.000244144350347142748149843595025558861677"
"魏派VV5","0.000106813153276874952315556572823682001984"
"宝典","0.00044251163500419623102159151598382543679"
"乐骋","0.00038147554741741054398413061722743572137"
"海马S7","0.000122072175173571374074921797512779430838"
"星锐","0.00006103608758678568703746089875638971541924"
"陆铃","0.00004577706569008926527809567406729228656443"
"英菲尼迪M系列(Q70)","0.000335698481727321278706034943160143434806"
"奇瑞A5","0.000320439459830624856946669718471046005951"
"传祺GA5","0.000228885328450446326390478370336461432822"
"速锐","0.001037613488975356679636835278858625162127"
"捷豹F-PACE级","0.000213626306553749904631113145647364003967"
"北京克莱斯勒300C","0.00004577706569008926527809567406729228656443"
"艾瑞泽5","0.000503547722590981918059052414740215152209"
"悦翔","0.000595101853971160448615243762874799725338"
"江铃轻卡","0.000930800335698481727321278706034943160143"
"程力威售货车","0.00004577706569008926527809567406729228656443"
"徐工汽车起重机","0.000167849240863660639353017471580071717403"
"欧铃厢式运输车","0.00003051804379339284351873044937819485770962"
"嘉华CARNIVAL","0.00007629510948348210879682612344548714427405"
"众泰Z300","0.000350957503624017700465400167849240863661"
"宝马X6","0.000305180437933928435187304493781948577096"
"神宇平板运输车","0.00003051804379339284351873044937819485770962"
"CA7220","0.00001525902189669642175936522468909742885481"
"江淮自卸车","0.00003051804379339284351873044937819485770962"
"途乐PATROL","0.000198367284657053482871747920958266575113"
"南京依维柯其他车辆","0.00009155413138017853055619134813458457312886"
"帕杰罗速跑","0.00006103608758678568703746089875638971541924"
"ASX劲炫","0.00007629510948348210879682612344548714427405"
"北汽绅宝D60","0.00003051804379339284351873044937819485770962"
"柯兰多KORAND","0.000427252613107499809262226291294728007935"
"济南鸿雁邮政车","0.000152590218966964217593652246890974288548"
"雅科仕EQUUS","0.00003051804379339284351873044937819485770962"
"乐驰","0.000335698481727321278706034943160143434806"
"速威","0.00001525902189669642175936522468909742885481"
"长安专用车","0.000106813153276874952315556572823682001984"
"凌宇粉粒物料运输车","0.00001525902189669642175936522468909742885481"
"一汽马自达CX-4","0.000259403372243839169909208819714656290532"
"三星SM5","0.00001525902189669642175936522468909742885481"
"青年莲花L3","0.000122072175173571374074921797512779430838"
"欧曼奇兵","0.000152590218966964217593652246890974288548"
"普瑞维亚PREVIA","0.000122072175173571374074921797512779430838"
"川腾半挂车","0.00003051804379339284351873044937819485770962"
"超利卡","0.000137331197070267795834287022201876859693"
"安凯12米公路客车","0.000152590218966964217593652246890974288548"
"奔驰GLA级","0.00007629510948348210879682612344548714427405"
"北汽威旺M30","0.00004577706569008926527809567406729228656443"
"郑州日产NV200","0.000152590218966964217593652246890974288548"
"斯帕可SPARK","0.00003051804379339284351873044937819485770962"
"汉腾X7","0.000152590218966964217593652246890974288548"
"大柴神","0.000183108262760357061112382696269169146258"
"东风随车起重运输车","0.00009155413138017853055619134813458457312886"
"讴歌RDX","0.00004577706569008926527809567406729228656443"
"中洁洒水车","0.00003051804379339284351873044937819485770962"
"普莱特","0.00006103608758678568703746089875638971541924"
"欧陆CONTINENTAL","0.00003051804379339284351873044937819485770962"
"欧雅","0.00001525902189669642175936522468909742885481"
"幻速H3F","0.00009155413138017853055619134813458457312886"
"沃尔沃XC70","0.00001525902189669642175936522468909742885481"
"东风标致308S","0.00004577706569008926527809567406729228656443"
"宇田半挂车","0.00001525902189669642175936522468909742885481"
"指挥官COMMANDER","0.00001525902189669642175936522468909742885481"
"西北指挥车","0.00003051804379339284351873044937819485770962"
"郑州宇通专用车","0.00003051804379339284351873044937819485770962"
"中兴C3","0.00001525902189669642175936522468909742885481"
"昌河Q35","0.00001525902189669642175936522468909742885481"
"三一混凝土搅拌车","0.00006103608758678568703746089875638971541924"
"时代瑞沃","0.000106813153276874952315556572823682001984"
"欧旅旅居车","0.00007629510948348210879682612344548714427405"
"威铃","0.00009155413138017853055619134813458457312886"
"一汽奥迪100","0.00003051804379339284351873044937819485770962"
"小旋风","0.00001525902189669642175936522468909742885481"
"驰鹏TRIBECA","0.00003051804379339284351873044937819485770962"
"飞碟6米公路客车","0.00001525902189669642175936522468909742885481"
"昌河Q25","0.00003051804379339284351873044937819485770962"
"雷克萨斯GS系","0.00001525902189669642175936522468909742885481"
"讴歌MDX","0.00009155413138017853055619134813458457312886"
"神骐F30","0.00004577706569008926527809567406729228656443"
"城市TOWN CAR","0.00001525902189669642175936522468909742885481"
"途睿欧","0.00003051804379339284351873044937819485770962"
"众泰SR9","0.00004577706569008926527809567406729228656443"
"奥迪A4","0.00006103608758678568703746089875638971541924"
"飞碟仓栅式运输车","0.00003051804379339284351873044937819485770962"
"欧美佳OMEGA","0.00001525902189669642175936522468909742885481"
"赛纳","0.00003051804379339284351873044937819485770962"
"伽途ix","0.00001525902189669642175936522468909742885481"
"一汽马自达CX-7","0.00003051804379339284351873044937819485770962"
"跃进低速货车","0.00001525902189669642175936522468909742885481"
"猎锐YETI","0.00001525902189669642175936522468909742885481"
"沃尔沃自卸车","0.00001525902189669642175936522468909742885481"
"瑞麒G系列","0.00001525902189669642175936522468909742885481"
"跃进轻卡","0.00003051804379339284351873044937819485770962"
"中汽垃圾车","0.00001525902189669642175936522468909742885481"
"庆铃F系列重型商用车","0.00003051804379339284351873044937819485770962"
"总裁QUATTROPORTE","0.00001525902189669642175936522468909742885481"
"王牌低速货车","0.00001525902189669642175936522468909742885481"
"东风风度MX5","0.00001525902189669642175936522468909742885481"
"青岛五菱微卡","0.00001525902189669642175936522468909742885481"
"麒强半挂车","0.00003051804379339284351873044937819485770962"
"欧霸","0.00001525902189669642175936522468909742885481"
"常奇清障车","0.00001525902189669642175936522468909742885481"
"宝石测井车","0.00001525902189669642175936522468909742885481"
"骜通半挂车","0.00001525902189669642175936522468909742885481"
"华菱之星载货车","0.00001525902189669642175936522468909742885481"
"凯越","0.0136415655756466010528725108720531013962"
"景程","0.00164797436484321355001144426642252231632"
"宝马X3","0.001251239795529106584267948424505989166094"
"自由客PATRIOT","0.000610360875867856870374608987563897154192"
"傲虎OUTBACK","0.000930800335698481727321278706034943160143"
"迈锐宝","0.00405889982452124818799114976729991607538"
"帝豪","0.003326466773479819943541618982223239490349"
"瑞虎","0.001525902189669642175936522468909742885481"
"菲翔","0.001434348058289463645380331120775158312352"
"探界者","0.000335698481727321278706034943160143434806"
"晶锐","0.003982604715037766079194323643854428931106"
"爱丽舍","0.003601129167620355535210193026626993209735"
"时代驭菱","0.00117494468604562447547112230106050202182"
"昂科威","0.004501411459525444419012741283283741512169"
"朗逸","0.0127412832837415121690699626153963530938"
"传祺GS8","0.000640878919661249713893339436942092011902"
"宝骏560","0.000457770656900892652780956740672922865644"
"瑞风M4","0.000289921416037232013427939269092851148241"
"伽途T3","0.00006103608758678568703746089875638971541924"
"福美来","0.000808728160524910353246356908522163729305"
"福瑞迪","0.004501411459525444419012741283283741512169"
"北京低速货车","0.000396734569314106965743495841916533150225"
"奥拓","0.002182040131227588311589227130540932326238"
"凌渡","0.001876859693293659876401922636758983749142"
"豪泺(HOWO)","0.000930800335698481727321278706034943160143"
"北方奔驰自卸车","0.000534065766384374761577782864118410009918"
"逸动","0.00117494468604562447547112230106050202182"
"波罗","0.009308003356984817273212787060349431601434"
"海星","0.000427252613107499809262226291294728007935"
"中华V3","0.000350957503624017700465400167849240863661"
"风行","0.001510643167772945754177157244220645456626"
"宝骏510","0.000885023270008392462043183031967650873579"
"中汽路面养护车","0.00003051804379339284351873044937819485770962"
"宝马X1","0.000564583810177767605096513313496604867628"
"雅力士","0.002258335240711070420386053253986419470512"
"好运","0.000122072175173571374074921797512779430838"
"森雅","0.001022354467078660257877470054169527733272"
"长安6米城市客车","0.000198367284657053482871747920958266575113"
"北汽绅宝D20","0.000610360875867856870374608987563897154192"
"山推推土机","0.00004577706569008926527809567406729228656443"
"荣威350","0.002532997634851606012054627298390173189899"
"蓝鸟","0.000320439459830624856946669718471046005951"
"风行S500","0.000137331197070267795834287022201876859693"
"欧力威","0.000396734569314106965743495841916533150225"
"力帆720","0.00001525902189669642175936522468909742885481"
"东风标致408","0.001251239795529106584267948424505989166094"
"奔驰A级","0.000335698481727321278706034943160143434806"
"极光","0.00082398718242160677500572213321126115816"
"小虎","0.000564583810177767605096513313496604867628"
"域胜007","0.00004577706569008926527809567406729228656443"
"力帆X60","0.000183108262760357061112382696269169146258"
"颐达","0.00120546272983901731898985275043869687953"
"北京奔驰GLC级","0.00044251163500419623102159151598382543679"
"宝利格","0.000488288700694285496299687190051117723354"
"红旗H7","0.00006103608758678568703746089875638971541924"
"奔腾X40","0.000335698481727321278706034943160143434806"
"猎豹Q6","0.000198367284657053482871747920958266575113"
"威达VECTRA","0.00003051804379339284351873044937819485770962"
"佳宝V系列","0.000610360875867856870374608987563897154192"
"徐工随车起重运输车","0.000106813153276874952315556572823682001984"
"江特高空作业车","0.00003051804379339284351873044937819485770962"
"全球鹰GC7","0.000579842832074464026855878538185702296483"
"众泰T600","0.001251239795529106584267948424505989166094"
"北方重工混凝土搅拌车","0.00001525902189669642175936522468909742885481"
"东风悦达起亚K4","0.00082398718242160677500572213321126115816"
"东风英菲尼迪Q50L","0.000427252613107499809262226291294728007935"
"派力奥","0.000396734569314106965743495841916533150225"
"金龙9米公路客车","0.00004577706569008926527809567406729228656443"
"瑞虎5","0.001052872510872053101396200503547722590982"
"英伦SX7","0.000152590218966964217593652246890974288548"
"奇瑞捷豹XFL","0.000320439459830624856946669718471046005951"
"一汽吉林微型货车","0.000564583810177767605096513313496604867628"
"唯雅诺","0.000320439459830624856946669718471046005951"
"骏派D60","0.000137331197070267795834287022201876859693"
"海豚","0.00004577706569008926527809567406729228656443"
"红岩货车","0.000106813153276874952315556572823682001984"
"迅力全挂车","0.00001525902189669642175936522468909742885481"
"驭胜","0.000137331197070267795834287022201876859693"
"一汽吉林专用车","0.000167849240863660639353017471580071717403"
"精灵FORFOUR","0.000152590218966964217593652246890974288548"
"福克斯FOCUS","0.00006103608758678568703746089875638971541924"
"福龙马清扫车","0.000167849240863660639353017471580071717403"
"尊驰","0.000305180437933928435187304493781948577096"
"冀骏半挂车","0.00009155413138017853055619134813458457312886"
"北方重工洒水车","0.00007629510948348210879682612344548714427405"
"野马MUSTANG","0.00009155413138017853055619134813458457312886"
"烈昂LEON","0.00003051804379339284351873044937819485770962"
"奇骏X-TRAIL","0.00003051804379339284351873044937819485770962"
"中华H330","0.00009155413138017853055619134813458457312886"
"蓝瑟","0.000640878919661249713893339436942092011902"
"埃尔法ALPHARD","0.00007629510948348210879682612344548714427405"
"金霸","0.000213626306553749904631113145647364003967"
"大7 SUV","0.000350957503624017700465400167849240863661"
"东风雪铁龙C2","0.000579842832074464026855878538185702296483"
"奇瑞A3","0.000167849240863660639353017471580071717403"
"海马S5","0.000122072175173571374074921797512779430838"
"悍马H3","0.00004577706569008926527809567406729228656443"
"时代金刚","0.000198367284657053482871747920958266575113"
"林肯MKZ","0.000122072175173571374074921797512779430838"
"远景X1","0.000228885328450446326390478370336461432822"
"凯翼X3","0.00009155413138017853055619134813458457312886"
"风景海狮","0.00004577706569008926527809567406729228656443"
"京探钻机车","0.00004577706569008926527809567406729228656443"
"传祺GS7","0.00004577706569008926527809567406729228656443"
"凯迪拉克ATS","0.00003051804379339284351873044937819485770962"
"中顺世纪","0.00006103608758678568703746089875638971541924"
"大运仓栅式运输车","0.00001525902189669642175936522468909742885481"
"飞碟厢式运输车","0.000274662394140535591668574044403753719387"
"云雀","0.00003051804379339284351873044937819485770962"
"宇通重工桥梁检测作业车","0.00001525902189669642175936522468909742885481"
"骏意","0.00003051804379339284351873044937819485770962"
"丰顺","0.00007629510948348210879682612344548714427405"
"奔驰SL级","0.00003051804379339284351873044937819485770962"
"瑞虎3X","0.00009155413138017853055619134813458457312886"
"华泰B11","0.00004577706569008926527809567406729228656443"
"柳工装载机","0.00003051804379339284351873044937819485770962"
"赛骏","0.00006103608758678568703746089875638971541924"
"观致3","0.00001525902189669642175936522468909742885481"
"宇通轻型客车","0.000106813153276874952315556572823682001984"
"欧尚A800","0.00007629510948348210879682612344548714427405"
"发现神行DISCOVERY SPORT","0.00007629510948348210879682612344548714427405"
"小贵族","0.00001525902189669642175936522468909742885481"
"康霸","0.00004577706569008926527809567406729228656443"
"大通G10","0.00009155413138017853055619134813458457312886"
"福田其他车辆","0.00003051804379339284351873044937819485770962"
"英田低速货车","0.00001525902189669642175936522468909742885481"
"少林6米公路客车","0.00006103608758678568703746089875638971541924"
"云100","0.00001525902189669642175936522468909742885481"
"鲁旭达半挂车","0.00001525902189669642175936522468909742885481"
"黄河少帅","0.00004577706569008926527809567406729228656443"
"雷克萨斯NX系","0.000152590218966964217593652246890974288548"
"悍马H2","0.00003051804379339284351873044937819485770962"
"领骐","0.00001525902189669642175936522468909742885481"
"瑞虎5X","0.00001525902189669642175936522468909742885481"
"三兴高空作业车","0.00003051804379339284351873044937819485770962"
"众泰Z100","0.00006103608758678568703746089875638971541924"
"塔利斯曼TALISMAN","0.00003051804379339284351873044937819485770962"
"庆铃U系列竞技者","0.00003051804379339284351873044937819485770962"
"威麟V系列","0.00007629510948348210879682612344548714427405"
"凯马自卸汽车","0.00001525902189669642175936522468909742885481"
"申龙骏马9米公路客车","0.00003051804379339284351873044937819485770962"
"标致405","0.00001525902189669642175936522468909742885481"
"齐安半挂车","0.00001525902189669642175936522468909742885481"
"锐度V3","0.00003051804379339284351873044937819485770962"
"标致308","0.00001525902189669642175936522468909742885481"
"凌傲","0.00001525902189669642175936522468909742885481"
"赛铃","0.00004577706569008926527809567406729228656443"
"北方奔驰仓栅式运输车","0.00001525902189669642175936522468909742885481"
"福仕达","0.00004577706569008926527809567406729228656443"
"C4世嘉","0.00006103608758678568703746089875638971541924"
"神宇随车起重运输车","0.00001525902189669642175936522468909742885481"
"新飞半挂车","0.00001525902189669642175936522468909742885481"
"少林11米公路客车","0.00003051804379339284351873044937819485770962"
"宝来BORA/捷达JETTA","0.00003051804379339284351873044937819485770962"
"福田11米城市客车","0.00001525902189669642175936522468909742885481"
"东方红低速货车","0.00001525902189669642175936522468909742885481"
"沃德利半挂车","0.00003051804379339284351873044937819485770962"
"图雅诺","0.00001525902189669642175936522468909742885481"
"骁途","0.00001525902189669642175936522468909742885481"
"东风雪铁龙C6","0.00003051804379339284351873044937819485770962"
"爱仕ESCAPE","0.00001525902189669642175936522468909742885481"
"大力神","0.00001525902189669642175936522468909742885481"
"启辰D60","0.00001525902189669642175936522468909742885481"
"兆阳全挂车","0.00001525902189669642175936522468909742885481"
"启辰T70X","0.00001525902189669642175936522468909742885481"
"解放JH6(P25)","0.00003051804379339284351873044937819485770962"
"帅铃T6","0.00003051804379339284351873044937819485770962"
"伊美","0.00001525902189669642175936522468909742885481"
"海格轻型客车","0.00003051804379339284351873044937819485770962"
"宇通重工散装物料运输车","0.00001525902189669642175936522468909742885481"
"发现DISCOVERY","0.000854505226214999618524452582589456015869"
"凯美瑞","0.007202258335240711070420386053253986419471"
"骐达","0.007110704203860532539864194705119401846342"
"轩逸","0.007919432364385442893110551613641565575647"
"速腾","0.0157778286411841000991836423285267414359"
"天籁","0.006012054627298390173189898527504386968795"
"雷克萨斯ES系","0.000732433051041428244449530785076676585031"
"赛欧","0.007492179751277943083848325322346837567712"
"四川一汽丰田RAV4","0.002288853284504463263904783703364614328222"
"力帆320","0.000640878919661249713893339436942092011902"
"风行SX6","0.000244144350347142748149843595025558861677"
